1081	339
1026	1025
508	539
124	726
367	366
572	342
540	572
540	583
340	341
340	364
408	1100
401	408
408	619
1100	1100
1100	1101
565	564
568	567
564	566
566	565
566	568
566	567
535	349
154	579
581	154
579	307
581	307
349	545
614	340
479	479
161	1079
1035	1036
360	513
1027	556
584	585
359	374
359	584
374	585
374	584
359	585
362	362
1028	1028
1029	1029
1028	1029
1157	1158
564	568
568	565
2198	566
568	2198
2892	2892
2894	2893
2896	2896
2901	2901
2902	2902
2903	2903
2905	2905
2907	2907
2913	2913
6053	6052
6071	6070
6122	2198
6141	6142
6153	6154
6159	6160
1079	6168
6180	6179
6179	6181
6197	6196
6217	6216
339	6845
6846	339
339	6847
339	6848
6849	339
6850	339
339	6851
6852	339
339	6853
6854	339
339	6855
339	6856
339	6857
6858	339
339	6859
6860	339
6861	339
6862	339
6863	339
339	6864
339	6865
6070	339
339	6866
339	6867
339	6868
6869	339
339	6870
339	6871
6872	339
339	6873
339	6874
6875	339
6876	339
6877	339
339	6878
339	6879
6880	339
6881	339
339	6882
339	6883
6159	339
339	6884
6141	339
339	6885
339	6886
6887	339
339	6888
6889	339
6890	339
339	6891
6892	339
6893	339
11056	9456
9619	6872
6873	6872
9390	9322
9390	9390
9322	9322
9619	9619
10238	10238
10016	10015
9580	12048
10339	10043
10149	9062
10840	10840
10846	10840
10841	10841
6052	9133
9908	9912
9233	9233
9234	9233
9234	9234
10419	10419
11006	11006
11005	11006
11005	11392
16927	16928
16928	16929
6888	6888
10285	11114
10850	10850
1158	9700
1158	1158
10945	1158
9700	9700
9035	9035
16925	16925
1025	1025
10214	10214
10214	6888
9376	513
10144	539
10144	10142
10144	10144
10287	10287
9564	9564
10285	10285
10285	10287
10287	10284
11103	10287
11103	10285
9862	6886
9861	9862
10659	10660
10434	10433
10522	10727
10840	10841
10786	10393
9255	9256
9257	9256
10958	10959
10801	10802
10774	10801
10802	10774
10401	9519
10218	10218
10952	10952
9039	9039
10843	10846
10846	10845
10843	10843
9365	9365
9461	9461
10273	10273
9292	9292
6153	6153
339	339
6154	6154
9048	9049
9048	9048
16931	16930
16930	16932
16931	16932
16930	16930
16930	11007
11007	11007
10851	10851
9107	9107
9122	9122
16933	16933
10335	10335
9456	9456
9456	9457
10080	10080
9941	10339
9940	10339
9941	9940
10043	9580
1121	10043
9940	12048
9580	9940
11062	11062
9299	9299
9429	9429
10022	10022
9377	9377
10078	10078
10709	10709
9519	9519
9545	9544
9754	9751
11041	11041
9777	9777
9423	9423
9424	9424
6887	6887
10698	10698
16926	16926
10815	10815
10398	10398
10397	10397
11006	10398
11006	10498
11006	10397
10082	11006
10498	10498
10082	10082
10398	11005
11009	11008
11009	11009
11009	11005
11008	11005
9546	9546
9547	9547
11010	9546
11010	9547
11010	11010
9232	11010
9602	11010
9592	11010
9592	9592
10814	10814
10814	10815
9455	9456
10827	364
364	364
9547	9546
10120	11010
11010	10396
16934	9455
17029	9455
9456	16935
9457	9457
9456	9459
10696	10727
10727	10727
6859	10727
6859	6859
6142	10727
10522	10696
6859	10522
6142	10522
10631	10631
9046	9046
9589	9583
9588	9589
10263	10263
12181	12181
9291	9291
9552	9552
10164	10164
10450	10450
12234	12234
10330	10330
10334	10334
10610	10610
10936	10936
10980	10980
9322	6872
339	9835
9835	9835
10316	10316
17003	17004
10241	10231
10241	10241
10232	10231
10232	10232
17010	17010
10248	10248
10230	10230
10242	10242
6071	6071
10623	10623
11026	11026
12602	12602
10240	10240
10233	10233
9212	9212
9472	9472
9735	9735
9729	9736
9136	9136
9324	9324
10193	10193
10151	10151
10149	10149
9216	10772
9216	9216
9215	9215
9216	9215
6873	10772
9275	9275
9275	6052
9445	6887
11091	6887
17006	6887
479	6887
11091	11091
11091	11090
10696	10696
10658	10658
9062	9062
9062	10179
10179	10179
16985	16986
16986	16986
1100	6052
10956	10956
10845	10840
10845	10845
10840	9706
9706	10846
9706	12442
17009	12442
17009	9599
6875	6875
10773	10772
6872	6872
6872	10772
16985	16985
10956	9273
10903	10903
10772	6874
6872	6874
9275	6053
16987	16987
9163	9163
9728	9728
9840	9840
9426	9426
10196	10196
10079	10079
10617	10617
9146	9146
10454	10454
9896	9896
10959	10960
10958	10958
10959	10959
10410	6887
9475	9476
9475	9475
16988	16988
10465	10465
10464	10464
9955	9955
9955	9956
9956	9956
9781	9781
11027	11027
9778	9778
9778	9783
9783	9783
9778	9784
9200	11104
9602	9602
9239	9239
10734	10734
2198	2198
12705	9290
9290	9292
9290	9290
6884	6884
9292	6884
10192	10192
10270	10270
9141	9141
9176	9176
11057	11057
9852	9852
10128	10128
10396	11006
11006	535
11006	10120
535	10396
10151	10149
16990	16989
16992	16991
545	16993
9676	9676
10165	9521
10165	10165
10302	10302
9566	9566
9074	9074
6845	6845
10698	6883
6872	6882
6882	6873
6882	10772
10140	10140
10054	10054
10435	10435
16994	16994
10711	10711
9505	9505
10592	10592
16995	16995
16995	16996
10261	10261
9110	9110
9801	9801
9949	9949
10412	10412
10772	9588
342	342
10828	10828
10828	342
16997	16997
366	366
367	367
9126	9126
9828	9828
9143	9143
10620	10620
9682	9681
9682	9683
9684	9683
9682	9684
9681	9683
9684	9684
10018	10018
10448	10448
10186	10186
9851	9851
10624	10624
10242	10240
10233	10240
10234	10240
10242	10234
10233	10234
10234	10234
10311	10314
10739	10739
556	556
9125	9125
9224	9224
6181	6181
6179	6179
6179	10080
10267	10267
10602	10602
9042	9042
9042	10603
11075	11075
9154	9154
10917	10917
6168	6168
9918	9918
16998	16998
17002	16999
17002	17002
17002	6887
17002	364
364	16999
10928	10928
10929	10929
10966	10966
567	2198
9194	2198
9194	9194
6122	9194
565	6122
9194	565
9194	564
9194	566
564	564
17000	17000
10284	10285
10592	10587
10775	9460
6142	10775
9460	6142
10836	10835
10837	10838
10837	10836
10838	10836
10838	10838
17004	17005
17005	17003
11103	11103
10816	10816
10214	1158
9440	10214
6888	10215
6141	9460
10775	6141
10142	539
9783	9784
9784	9781
9784	9180
9784	9784
9350	9346
9350	9347
6848	6848
10206	10206
9456	9464
9232	9232
9583	11010
10800	10773
10181	10773
6872	10181
6872	10773
10306	10310
1158	9703
9700	9702
9706	9706
9704	9706
9706	9705
9706	9702
9707	9706
9703	9706
9707	9704
9704	9703
9705	9702
9705	9705
9707	9705
9702	9702
9702	9707
9703	9702
1157	1157
9700	1157
10440	10850
10773	9942
10773	10773
6873	10773
10776	6873
6873	9648
10772	10776
9648	10772
6872	10776
9648	6872
10776	10800
10800	10777
10800	10775
10800	9648
10800	10774
10840	10843
6180	9771
9771	9771
27644	27644
27645	27645
9462	9458
9935	9462
10602	10219
10602	6179
10219	10219
9932	9931
9464	9464
9464	9931
9932	9464
9934	9933
9464	9934
9933	9464
9933	9931
9931	9934
9933	9932
9932	9934
9464	9458
9458	9461
9931	9458
9461	9931
9461	9464
9055	10773
9567	9567
6873	10800
10800	10772
6872	10800
10800	6874
6874	6873
10773	6874
27646	27646
27646	6872
27646	6873
10773	27646
10446	10446
9896	10446
10522	10446
10522	9896
9374	6872
9374	9374
10904	6872
10440	9703
10441	9703
10440	10441
27653	27652
27655	27654
27656	27656
27653	27653
10441	27657
27657	27657
10441	10441
10440	10440
9947	9947
9061	9061
10289	10289
27658	27647
27648	27658
27648	27647
11100	11100
11100	11101
11100	11103
11103	11101
12513	12513
9432	9432
9795	9795
10628	10628
9240	9240
9935	9458
10773	10694
10003	10003
10004	10004
11851	11851
9914	9914
10396	9914
10840	10396
10498	9914
9461	9462
9461	27650
9933	9461
10149	10144
10996	10996
10748	6875
10749	6875
6875	10743
10746	6875
6875	6877
6875	10781
10783	6875
10790	6875
10794	6875
10747	6875
6875	6876
10751	6875
10754	6875
10749	10748
10747	10746
10754	10768
10032	6875
10744	10756
10750	10758
10756	10751
6876	10743
10744	10750
6876	10764
10757	10750
10753	10763
10758	10757
10760	10765
10742	10769
10743	10764
10762	10756
581	10760
10779	10789
10789	10796
10795	10790
10788	10783
10789	10785
10796	10787
10782	10796
10794	10796
10794	10782
10747	10756
10759	10755
10763	10769
10778	10794
6877	10778
10778	10786
10743	10559
10559	6875
10749	10559
10782	10559
10559	10793
10559	10794
10766	10754
10759	10768
10780	10779
10779	10781
10781	10780
10780	10742
10742	10781
10756	10785
10755	10756
10780	10784
10781	10784
10779	6877
10789	10795
10788	10031
10794	10031
10032	10789
10783	10033
10033	10787
10789	10033
10033	10795
10031	10032
10033	10032
9918	9897
9918	11725
11725	10934
10934	9897
9897	9897
9918	10934
10934	10934
11101	11101
11101	11102
6877	10742
10780	10756
10742	10784
10784	10764
10768	10785
10788	10750
10753	10788
10758	10788
10788	10768
10755	10789
10758	10769
10629	10629
9413	9413
9414	9413
9669	9669
9132	9132
9646	9646
9645	9646
28083	9027
9977	9027
10021	9027
9027	10463
11119	9027
12011	9027
9027	12377
9027	12617
9383	9035
12306	9035
9552	9046
9046	9554
9046	10273
9046	10910
2903	11258
9078	9078
9078	10782
9080	9080
11839	9153
11456	11456
28068	9380
9381	28068
339	11553
11563	11563
11563	12363
10431	10752
11718	9301
9186	10284
28057	28071
28071	9478
28071	12455
10437	28086
11990	11997
11990	10458
10141	10141
10141	12743
584	10141
11617	10141
28070	28070
9323	9323
9323	9747
11754	9216
9224	9791
1026	1026
11972	9249
12309	9249
9249	12589
9250	10467
6053	6053
9431	9431
9455	10752
6159	9455
9458	9177
9458	6159
9460	9460
9460	10782
9460	6159
9584	9462
9931	9462
6159	9462
9463	9463
9485	6159
9485	12856
6159	9521
9558	9558
9571	9573
9573	6159
9515	9625
11687	9625
12766	9674
9690	9690
6853	6853
9726	9726
9775	9460
9775	9533
12805	9775
9803	9802
9816	9460
6141	9481
6141	9507
6868	6141
6886	9861
9876	9753
9876	339
9876	10467
10603	9876
6159	9876
9931	11896
9381	9932
9932	11322
9934	10656
9934	10840
11012	9934
9989	339
9998	9999
9998	6159
10007	10007
10008	10008
10008	10782
10010	11822
10017	9960
10641	10017
10017	6159
10017	12607
9540	10044
10044	9667
10044	10618
12529	10066
10067	10067
9816	10108
10108	10636
9953	10095
10095	11795
10095	10098
10652	10098
10117	10117
10122	6159
10124	10124
9323	10124
10124	10752
10146	10522
6159	10149
10153	28061
10214	10153
11486	10153
10153	12916
10168	10168
10168	12572
10188	10188
339	10228
10232	10234
6142	339
11561	339
12296	339
11324	9835
10255	10255
10259	10259
10260	10260
28080	10268
9467	10268
11324	10268
10274	10273
10275	10273
10273	6159
10274	10275
10275	10275
10278	10278
10278	28065
10278	10277
11977	10278
10278	12403
10278	12946
9060	10279
12919	10279
28073	10281
9803	10281
11157	10281
10281	11852
10282	9612
10282	9984
10280	10282
11631	10282
12833	10282
10304	10437
10304	11096
10312	9562
10321	10311
10321	10312
10321	10323
10458	10323
10312	10324
339	10327
10441	11563
12112	10441
12450	10441
10441	12849
10456	10459
10461	10568
9522	6878
6879	6878
10199	6879
6879	11789
12208	6879
12556	6879
10497	10497
10521	11925
10752	10522
10920	10522
9937	10524
10146	10524
10524	6159
10546	9712
10701	10546
10546	12392
10559	12765
10559	28055
10441	10559
10870	10559
11548	10559
9749	10559
12551	10559
10573	10568
11486	10593
10622	10111
10622	10150
10622	12193
10650	540
10652	10652
10656	11011
9035	10708
10708	12764
9354	10708
10708	339
10708	10442
10727	10782
10727	10920
10727	6159
10733	10727
9460	10738
10455	10773
10773	10782
12897	10776
10840	9025
10840	28070
9220	10840
10244	10840
11440	10840
10752	10848
10782	10848
10733	10848
11585	10848
10848	2896
10460	10721
10919	10919
